GSM1887730	GSM2177026	GSM2177021	GSM2177023	GSM2177019	GSM2177022	GSM2177027	GSM2177025	GSM2177024	GSM2177018	GSM2177020	GSM2177017	GSM2828480	GSM2828481	GSM2828482	GSM2828483	GSM2828484	GSM2828485	GSM3407112	GSM3407113	GSM3407114
Neurl3	1326	8	55	141	35	536	95	57	221	26	32	46	1167	1935	2021	620	416	659	36	30	48
Neurl4	6510	26	103	4	67	30	12	0	0	9	49	25	229	297	298	447	408	335	29	22	49
Neurod1	2	0	4	1	2	35	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0
Neurod2	2	1	12	2	0	42	1	46	116	3	0	0	2	1	5	0	3	2	1	0	1
Neurod4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Neurod6	10	24	8	26	5	132	64	21	86	13	11	6	3	0	1	5	1	8	1	3	1
Neurog1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Neurog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
Neurog3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nexn	16	2	21	0	15	0	10	18	0	3	13	23	5	0	2	3	5	8	1	1	0
Nf1	9814	113	492	123	159	238	194	70	353	63	131	220	152	146	104	176	201	180	29	29	42
Nf2	8338	311	354	510	274	519	210	128	235	73	179	122	1013	871	289	1291	1233	663	157	127	198
Nfam1	33534	5	218	40	80	104	36	27	105	84	128	74	5460	5010	2054	7069	6838	4202	537	471	787
Nfasc	4	14	10	29	4	89	38	19	108	6	6	3	8	19	1	5	6	11	7	1	5
Nfat5	2432	208	953	688	490	1682	407	424	966	309	488	383	408	298	213	207	249	281	38	18	108
Nfatc1	31925	133	1530	152	929	453	220	97	324	374	848	576	4265	2092	840	4018	4117	2818	401	357	533
Nfatc2	12174	245	51	113	27	158	115	80	103	27	40	14	799	380	165	636	681	408	93	49	117
Nfatc2ip	3951	28	187	63	126	219	38	58	155	48	116	56	106	89	134	153	165	120	8	4	30
Nfatc3	15060	5340	647	4210	498	4108	4953	2094	3753	553	525	585	1925	1248	645	1508	1614	882	209	128	260
Nfatc4	7	0	0	0	3	4	0	2	1	0	0	1	4	1	3	2	1	1	2	2	1
Nfe2	82	0	7	6	10	37	3	0	0	5	8	8	1168	1096	1703	1770	1247	1672	4	1	12
Nfe2l1	22704	418	2412	598	1487	685	360	121	424	145	990	440	2345	2616	1074	2123	2051	1151	310	233	314
Nfe2l2	14262	189	2025	318	773	526	331	98	212	153	825	432	1605	2087	1582	2686	2274	2256	149	147	185
Nfe2l3	45	1	3	1	2	0	0	0	0	1	9	4	73	21	21	274	235	216	24	20	36
Nfia	501	1345	463	1475	433	5941	1738	1431	4015	299	326	180	120	148	131	72	80	115	16	16	27
Nfib	30	28	21	105	15	340	59	86	197	2	3	4	21	7	14	10	18	32	7	3	10
Nfic	8481	439	878	638	494	969	648	446	487	201	379	331	718	638	676	743	637	818	39	49	66
Nfil3	724	0	17	0	9	0	0	0	0	1	15	9	1047	620	734	1190	859	1169	13	21	22
Nfix	985	85	33	250	49	216	57	10	105	29	26	14	131	231	203	142	91	162	5	1	6
Nfkb1	68639	163	3132	792	1759	721	464	251	673	801	1732	1550	2918	2509	2184	4846	4331	4198	409	428	592
Nfkb2	6648	0	798	7	613	0	0	0	0	111	497	205	1765	1751	1234	1482	1528	1416	212	171	315
Nfkbia	6307	1354	3442	1594	2914	2067	224	1229	1654	1008	2424	1777	23198	13075	17378	11199	8967	10831	485	440	795
Nfkbib	5751	0	414	4	215	61	28	0	27	110	206	153	1354	1041	1329	1574	1241	1619	106	116	134
Nfkbid	8626	0	305	37	142	24	18	25	48	74	123	118	3315	1232	1199	2233	1707	2289	285	203	322
Nfkbie	13204	15	1433	35	1018	52	70	87	33	201	921	525	1784	1321	1046	2655	2310	2242	260	294	404
Nfkbil1	2337	0	71	0	36	1	0	0	0	2	20	22	233	221	400	430	358	343	14	7	28
Nfkbiz	3714	32	3328	49	1697	105	40	49	13	260	1570	1068	8889	4151	1790	4459	3764	4136	641	497	895
Nfrkb	9015	132	468	252	216	653	124	169	217	149	282	200	1172	793	312	924	1020	696	142	87	169
Nfs1	3300	0	85	33	70	15	0	0	18	36	72	41	720	1001	727	957	798	691	55	63	93
Nfu1	7071	85	189	232	103	404	69	98	69	38	74	104	714	698	1157	1494	1129	1483	77	71	103
Nfx1	13600	222	1028	408	543	738	291	268	612	179	518	223	1695	1580	873	2128	2100	1354	247	155	332
Nfxl1	1548	95	126	220	104	501	66	16	226	8	47	33	733	799	289	498	440	201	72	41	65
Nfya	15766	9	332	18	163	13	5	10	4	34	82	61	236	181	218	416	324	441	25	22	52
Nfyb	6153	869	390	960	238	951	484	673	982	199	242	172	728	666	689	989	992	864	46	61	64
Nfyc	9671	36	151	7	82	71	0	24	125	43	84	80	1302	1034	908	1881	1656	1604	71	95	134
Ngb	5	0	0	0	0	0	0	0	0	0	1	0	2	5	2	2	0	0	0	0	1
Ngdn	9519	39	679	41	415	13	103	69	45	90	308	136	1327	1077	1760	2376	1865	2118	81	127	176
Ngef	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1
Ngf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
Ngfr	51	0	11	10	4	125	34	15	7	0	0	7	6	2	2	10	2	5	7	3	2
Ngfrap1	2801	49	47	16	16	58	51	4	68	30	19	18	706	522	840	1371	997	1358	50	56	88
Ngly1	6772	133	139	276	43	485	127	138	317	55	47	35	1398	1649	889	1487	1433	939	130	142	213
Ngp	1	0	0	0	0	0	0	0	0	0	0	0	103018	83127	169339	103901	69888	129465	0	45	295
Ngrn	3696	56	191	83	138	6	14	0	44	21	71	25	399	536	635	875	804	767	27	46	48
Nhej1	394	7	10	0	1	22	16	9	0	8	5	1	189	143	228	243	197	214	14	4	9
Nhlh1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlh2	2	6	36	65	28	139	30	66	90	6	18	18	2	1	4	0	0	1	3	1	3
Nhlrc1	91	0	0	0	0	1	0	0	0	0	0	0	25	43	20	22	33	7	3	1	13
Nhlrc2	2552	138	685	193	334	324	137	144	237	155	304	181	752	598	394	869	769	545	73	63	148
Nhlrc3	4639	42	208	83	98	304	67	33	203	25	67	62	480	566	245	276	252	196	69	45	64
Nhlrc4	13	1	4	0	4	5	0	0	2	2	1	0	4	6	7	4	4	2	2	0	1
Nhp2	9554	375	162	505	88	1134	351	403	1140	67	73	100	800	774	1972	1988	1543	2180	54	92	116
Nhp2l1	18819	167	622	155	371	558	137	141	250	187	299	209	2241	1919	3110	4410	3556	4491	189	182	305
Nhs	3	47	12	149	2	302	73	6	184	2	1	4	0	2	5	2	0	1	1	1	3
Nhsl1	3	4	1	81	0	193	24	4	140	0	1	0	15	1	0	7	1	5	2	2	1
Nhsl2	585	234	134	528	87	753	153	353	374	84	85	75	816	496	417	715	590	616	26	7	9
Nicn1	460	11	9	76	7	43	0	1	14	1	5	9	108	98	71	89	113	110	7	12	7
Nid1	7	0	2	0	1	15	0	1	0	0	0	0	57	39	32	46	27	4	3	2	3
Nid2	20	0	6	15	0	46	16	0	4	0	2	0	301	788	166	34	7	9	3	5	5
Nif3l1	3977	210	211	274	78	545	175	296	261	101	78	66	435	297	387	584	460	485	45	39	57
Nifk	9259	235	556	336	198	488	186	79	232	107	180	131	1070	850	939	1533	1256	1244	70	92	88
Nim1k	337	89	62	251	25	643	142	66	412	18	17	20	38	40	30	143	128	119	25	7	16
Nin	7206	231	476	306	146	342	175	104	217	122	143	141	1456	1330	794	1289	1275	1132	81	51	98
Ninj1	2467	0	42	0	24	0	0	0	0	23	23	25	2595	5513	5640	1181	942	1293	63	63	108
Ninj2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
Ninl	86	14	7	110	7	34	18	13	38	5	12	2	30	55	21	25	17	13	2	2	10
Nip7	7627	353	237	839	183	1335	386	279	1006	140	125	165	1002	753	1143	1549	1329	1510	71	72	126
Nipa1	96	8	23	53	17	227	81	33	32	0	9	9	87	168	142	87	72	61	1	6	6
Nipa2	11563	270	596	204	448	178	122	166	234	135	298	166	1246	1435	817	1279	1342	1119	101	92	160
Nipal1	26	129	95	206	22	756	162	230	440	10	90	134	8	5	14	2	4	10	3	1	1
Nipal2	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Nipal3	9587	10	221	133	82	197	138	42	151	41	68	61	208	194	215	448	350	377	38	31	62
Nipal4	83	18	39	13	15	43	1	34	52	2	24	4	9	5	5	9	10	6	7	4	6
Nipbl	16966	2032	7842	2840	3066	2383	1444	849	2266	1069	2635	2135	1769	1326	1881	2163	1712	2602	191	151	304
Nipsnap1	1911	28	131	3	62	77	11	43	70	22	66	24	134	89	148	359	252	275	20	27	27
Nipsnap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
Nipsnap3b	7972	23	100	54	75	64	1	22	23	27	58	35	967	1053	864	1662	1383	1546	73	93	149
Nisch	15331	514	1566	2831	757	1247	210	455	558	341	672	360	4068	4058	1914	3680	3514	3378	412	299	491
Nit1	4162	681	457	714	294	647	414	306	469	154	210	236	596	631	493	967	869	751	69	54	78
Nit2	5339	19	97	90	45	57	102	40	94	48	36	39	266	323	357	694	531	644	33	31	54
Nkain1	16	0	11	0	7	0	0	0	0	1	14	0	0	0	0	0	0	2	2	0	0
Nkain2	0	0	0	0	0	30	0	1	31	0	0	0	0	0	0	0	2	0	2	1	0
Nkain3	17	42	3	108	0	148	119	56	142	0	0	1	9	1	5	8	1	3	13	11	4
Nkain4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Nkap	5404	1126	1286	1377	597	1483	201	403	553	333	569	456	398	396	528	654	555	714	52	55	64
Nkapl	9	0	2	0	5	0	0	0	2	0	0	0	14	18	27	8	1	6	0	0	0
Nkd1	58	0	1	140	0	82	0	25	44	3	1	0	13	3	2	4	0	2	3	3	1
Nkd2	2	8	0	13	3	91	8	0	21	0	0	2	17	10	7	5	8	2	1	0	2
Nkg7	0	0	0	0	0	0	0	0	0	0	0	0	503	557	1388	934	582	1243	12	1	6
Nkiras1	930	350	376	354	266	800	269	235	984	129	250	184	155	216	199	250	248	237	28	26	26
Nkiras2	9787	0	127	0	64	7	2	22	8	11	69	37	817	1343	1002	1349	1126	1190	56	68	85
Nkpd1	205	0	0	0	1	0	0	0	0	0	3	0	7	0	2	7	17	9	2	2	4
Nkrf	1821	0	29	10	17	21	0	0	1	3	13	18	37	28	56	63	27	43	2	3	3
Nktr	12986	2279	7800	3036	3823	4744	2140	1763	2784	1029	3680	2000	2613	1665	1168	2503	2044	2359	289	257	386
Nkx1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Nkx1-2	13	4	19	43	3	39	7	5	42	0	6	4	3	7	16	2	4	0	2	0	4
Nkx2-1	4	273	334	1035	185	2026	317	569	966	71	110	95	4	4	2	0	1	1	0	2	1
Nkx2-2	0	0	0	0	0	15	0	18	11	0	0	0	0	0	0	0	0	0	0	2	0
Nkx2-3	1	0	0	21	0	0	0	0	0	0	0	0	0	4	10	3	0	6	0	0	0
Nkx2-4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Nkx2-5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Nkx2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-9	6	0	0	0	0	1	0	0	0	0	0	0	8	7	3	2	0	1	2	1	3
Nkx3-1	0	0	0	12	0	14	20	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Nkx3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Nkx6-1	5	4	3	8	2	67	3	1	35	0	1	3	1	0	0	0	0	1	2	0	0
Nkx6-2	0	62	22	33	18	66	37	19	72	15	12	17	2	1	0	1	2	1	1	1	0
Nkx6-3	0	11	1	70	8	12	0	39	1	0	0	0	0	0	0	0	1	0	1	0	1
Nle1	1906	0	22	22	9	153	36	3	54	4	7	16	177	177	194	355	283	259	21	15	51
Nlgn1	5	144	14	196	6	748	175	150	947	7	8	8	1	5	6	5	5	3	5	3	8
Nlgn2	1104	19	42	24	15	69	0	0	35	14	39	11	6	6	24	10	10	21	0	2	5
Nlgn3	28	31	7	100	0	526	46	63	190	5	7	4	11	6	3	9	6	10	7	4	10
Nlk	2836	165	378	558	204	496	311	139	535	123	151	178	164	153	179	183	186	187	12	18	13
Nlk-ps1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nln	2396	15	90	0	31	96	4	0	108	8	26	23	534	961	479	273	265	198	15	13	16
Nlrc3	246	7	50	31	6	273	25	21	138	15	9	45	111	77	61	72	82	85	6	6	9
Nlrc4	682	103	106	15	51	94	32	171	101	37	86	36	242	360	157	45	52	55	6	12	16
Nlrc5	15632	0	1272	26	1139	67	0	24	20	168	690	454	1727	1256	419	1515	1435	1061	257	182	387
Nlrp10	302	90	73	40	26	198	49	72	126	10	24	22	24	7	3	22	24	25	11	7	16
Nlrp12	54	0	12	36	4	118	28	0	84	4	2	2	114	112	80	224	166	142	4	4	6
Nlrp14	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
Nlrp1a	298	28	9	16	11	5	0	0	48	0	14	3	59	63	24	82	77	75	8	4	9
Nlrp1b	72	0	173	0	172	7	0	8	18	13	127	26	46	92	48	20	8	9	11	1	7
Nlrp1c-ps	12	0	3	0	0	0	0	0	0	0	0	0	46	101	26	7	0	9	2	0	0
Nlrp2	11	0	5	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	1	2	9
Nlrp3	6608	123	157	139	72	88	17	37	62	87	45	58	765	430	209	243	229	232	19	18	24
Nlrp4a	0	2	0	8	0	1	0	0	11	0	0	0	1	2	4	4	1	0	2	2	2
Nlrp4b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Nlrp4c	3	0	1	15	0	35	0	0	17	0	0	0	1	0	0	0	0	0	0	1	0
Nlrp4d	0	0	0	0	0	14	1	0	13	0	0	0	0	0	0	0	0	0	1	0	1
Nlrp4e	0	14	0	8	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Nlrp4f	0	0	0	0	0	41	0	0	9	0	0	0	0	0	0	0	0	0	2	1	2
Nlrp4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5	19	22	2	0	0	0	0	0	1	0	0	0	11	9	14	4	2	6	2	1	0
Nlrp5-ps	4	4	0	21	1	104	26	0	47	0	5	0	2	2	0	5	0	1	0	3	3
Nlrp6	3	1	2	16	0	16	0	0	5	2	0	3	11	13	4	9	5	7	3	1	5
Nlrp9a	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	2
Nlrp9b	9	0	7	10	4	27	11	24	40	4	1	4	5	1	0	7	8	6	2	3	5
Nlrp9c	18	4	0	0	0	22	0	0	29	0	0	0	1	1	1	1	5	5	4	3	6
Nlrx1	537	0	6	0	5	0	14	0	0	0	1	1	548	564	330	597	589	439	30	40	24
Nmb	209	0	7	0	0	0	0	0	0	0	1	3	51	37	73	79	68	95	6	7	2
Nmbr	0	0	0	4	0	15	16	0	0	0	0	0	0	0	0	0	5	0	1	0	1
Nmd3	9705	278	501	372	331	1389	375	426	874	138	236	157	1261	1082	924	1740	1488	1595	143	144	296
Nme1	8583	342	140	394	60	1510	403	360	1151	93	71	68	1362	1563	3680	2701	2202	3422	87	97	154
Nme2	28207	5	218	49	109	54	26	24	140	153	143	170	1766	2072	4330	3893	3084	4295	67	85	138
Nme3	3854	0	41	0	9	0	0	0	0	11	19	21	405	442	811	1323	1163	1203	32	26	52
Nme4	602	0	1	13	0	19	0	0	55	0	0	1	107	229	410	184	145	149	6	7	7
Nme5	0	0	0	0	0	0	0	0	6	0	0	0	0	1	1	2	3	4	1	0	1
Nme6	1512	70	13	0	14	40	9	3	52	2	8	9	233	275	478	453	402	434	22	22	31
Nme7	1872	417	206	411	61	2073	616	455	1502	193	99	107	157	219	212	332	240	267	20	23	36
Nme8	0	0	0	9	0	23	0	0	13	0	0	0	0	1	0	0	0	0	0	1	1
Nme9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	4	0	0	0
Nmi	6084	97	3097	19	1995	175	111	109	53	121	1219	359	483	499	756	826	653	762	35	36	58
Nmnat1	2011	330	532	355	250	596	255	263	682	138	268	313	199	241	180	376	374	430	25	28	73
Nmnat2	5	38	0	90	0	247	40	8	107	0	10	5	0	1	0	2	1	0	2	1	3
Nmnat3	1311	0	10	13	0	13	8	0	0	6	3	1	179	186	211	250	214	156	14	18	18
Nmral1	9612	81	193	159	80	304	144	78	168	92	89	60	739	706	1620	1586	1145	1730	77	74	118
Nmrk1	789	56	86	72	64	275	103	27	40	31	57	27	288	520	234	489	391	402	36	24	67
Nmrk2	47	66	57	178	9	365	47	83	169	14	26	16	7	6	9	15	10	16	3	4	3
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nmt1	22014	724	2747	848	1612	1508	729	616	1297	513	1330	1267	1872	1684	1491	2035	1961	1284	189	157	273
Nmt2	3099	424	230	266	197	569	209	177	409	102	161	114	309	213	144	301	337	323	34	25	51
Nmu	0	0	0	0	0	26	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0
Nmur1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
Nmur2	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Nnat	136	0	15	0	7	0	0	0	0	0	7	3	3	1	1	6	2	8	1	1	0
Nnmt	0	0	0	0	0	0	0	0	0	0	0	0	5	8	13	3	4	10	1	0	0
Nnt	14764	23	106	157	62	259	68	10	182	51	76	81	2377	1887	685	3024	3302	1667	160	134	252
Noa1	3035	43	228	105	68	315	163	77	422	57	67	66	663	620	502	953	882	712	47	47	90
Nob1	5521	35	125	12	74	61	45	40	45	40	26	36	682	619	575	1318	1102	1067	59	63	70
Nobox	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Noc2l	21218	152	1287	397	393	1361	73	88	258	162	342	357	2460	2327	1940	3568	3239	2232	221	229	334
Noc3l	3947	321	476	208	250	979	195	113	296	38	164	92	275	230	123	370	325	269	48	32	60
Noc4l	7230	130	226	69	128	295	165	197	285	77	109	105	676	575	459	1318	1043	787	77	93	130
Noct	30321	1747	3787	2850	2567	5134	1193	1801	3042	670	2052	1146	2131	2065	2408	3902	2596	4398	628	342	841
Nod1	1247	0	56	0	31	75	1	36	22	15	29	16	1801	3159	1236	626	454	453	42	38	60
Nod2	612	0	24	0	9	48	0	16	20	6	12	12	51	49	44	84	72	92	4	4	11
Nodal	1	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	0	1	0
Nog	1	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	0	6	0	0	0
Nol10	5097	89	297	183	186	518	210	53	263	50	137	93	229	281	170	468	437	366	34	31	59
Nol11	8010	196	658	304	245	506	279	370	396	147	350	280	683	623	385	892	954	609	73	77	118
Nol12	5561	193	226	226	155	644	440	340	601	101	192	157	325	332	631	655	539	646	34	38	61
Nol3	442	522	649	1761	235	2858	876	764	1613	141	244	143	15	9	23	5	16	17	0	0	6
Nol4	21	0	2	3	6	59	0	0	0	2	0	4	8	4	3	4	2	1	3	2	6
Nol4l	192	15	51	48	21	94	2	1	164	12	25	5	95	110	59	45	29	60	4	1	8
Nol6	18267	12	132	32	83	41	0	33	16	20	47	35	1527	1103	388	1517	1558	919	145	104	142
Nol7	16059	760	2726	698	1120	2197	948	814	966	343	906	832	1056	845	1740	2208	1580	2139	71	105	143
Nol8	4851	902	1414	802	539	1306	588	369	411	202	597	430	391	333	299	527	474	504	53	34	61
Nol9	6579	2	302	22	176	65	64	52	17	20	191	126	599	648	360	941	738	608	79	59	140
Nolc1	12675	999	1879	1695	892	2133	810	950	1187	186	1014	477	1757	1191	1010	1808	1694	1340	93	100	173
Nom1	7894	437	928	1415	483	3539	363	521	2349	268	609	250	794	870	622	951	834	731	212	130	217
Nomo1	14877	1	142	174	64	367	103	28	150	75	58	79	1577	1260	554	1820	1716	1102	126	107	143
Nono	106097	384	4960	808	1910	1056	299	549	446	404	1351	836	6267	4907	3683	9161	8390	6397	452	443	699
Nop10	8176	2081	594	3708	289	8502	2841	2095	4495	466	285	336	928	1468	2655	2944	2476	2866	79	99	175
Nop14	6863	851	1631	729	674	1197	927	188	579	125	501	333	430	448	421	617	519	466	42	37	72
Nop16	4656	379	248	783	108	1119	573	463	1329	56	94	96	559	722	1060	1010	876	941	53	49	72
Nop2	8364	32	177	4	111	35	0	0	4	29	74	35	806	900	504	1278	1076	822	92	90	141
Nop56	17380	1301	5294	3469	2384	6560	1368	1356	2181	581	2329	1130	3304	1884	1959	3401	2731	2507	325	262	407
Nop58	12957	2210	2765	4244	1410	6910	2299	1860	3803	708	1372	1114	1102	917	994	1544	1332	1454	90	94	124
Nop9	6833	98	129	29	49	263	118	102	345	77	54	56	1180	1301	1125	1419	1248	1007	81	89	118
Nos1	15	15	28	48	3	353	33	13	153	0	1	6	14	13	12	11	5	14	8	8	24
Nos1ap	119	1	105	215	64	93	1	3	31	0	67	12	252	214	111	195	193	214	15	15	28
Nos2	3	0	24	0	17	0	0	0	0	0	16	9	0	3	1	1	2	1	1	1	2
Nos3	6	0	0	0	1	0	0	0	0	0	0	0	11	14	22	28	14	31	3	3	6
Nosip	8013	68	258	70	124	314	96	123	172	53	141	98	1041	1107	1249	1678	1608	1447	104	101	143
Nostrin	337	0	14	17	5	60	0	0	90	5	5	6	34	41	37	54	61	94	9	5	7
Notch1	36641	280	1209	273	738	349	350	106	286	395	820	542	4101	1770	1135	3998	4005	3676	287	205	383
Notch2	33900	129	421	264	292	341	200	153	215	212	208	205	4048	3612	1164	2904	2670	1741	261	132	342
Notch3	2106	0	20	0	12	1	0	0	14	2	31	0	261	133	34	322	322	196	57	30	104
Notch4	159	0	13	3	4	0	0	0	0	0	1	0	12	32	25	33	32	44	3	1	2
Noto	0	0	0	15	0	41	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0
Notum	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Nov	0	0	0	0	0	63	22	0	0	0	0	0	0	0	0	0	0	0	2	0	2
Nova1	0	35	0	23	0	21	0	37	22	0	0	0	0	0	0	0	0	0	2	0	1
Nova2	0	29	5	7	4	84	40	16	47	4	3	2	7	3	2	1	2	3	2	2	0
Nox1	562	403	80	388	95	334	237	223	598	61	69	90	22	6	0	21	17	14	0	2	4
Nox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nox4	65	28	133	99	19	114	39	19	70	7	60	23	34	28	41	33	30	45	33	19	61
Noxa1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	2
Noxo1	86	13	9	20	3	75	0	29	32	1	8	2	21	22	10	30	22	17	7	2	3
Noxred1	139	1	0	6	4	8	0	0	0	0	1	0	29	19	17	48	32	26	2	1	9
Npas1	55	0	0	0	0	0	0	0	0	0	0	0	14	16	6	16	26	9	0	0	5
Npas2	350	0	4	0	0	23	11	0	4	0	1	4	29	8	4	51	44	26	2	2	6
Npas3	3	71	13	24	4	159	60	34	173	1	2	7	0	0	0	3	6	0	0	0	2
Npas4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Npat	4716	69	578	127	276	249	144	39	80	85	254	170	522	333	237	448	373	321	42	46	81
Npb	15	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0
Npbwr1	18	9	8	0	7	24	20	5	42	4	1	7	7	6	5	9	3	12	3	4	7
Npc1	99940	10146	4731	22389	3287	28137	24536	18013	15980	2545	2006	2717	2559	1898	1458	3864	2999	4085	363	336	534
Npc1l1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
Npc2	229765	8892	10806	4510	6385	10955	9041	8177	14199	1819	5519	2586	7226	8329	10113	13098	11177	12301	462	561	764
Npcd	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	10	0	0	0
Npdc1	17	11	1	0	6	33	0	9	0	0	5	0	9	9	17	9	8	15	1	1	3
Npepl1	11913	275	99	298	34	666	474	371	419	99	50	57	1792	1974	1735	2626	2243	2349	246	194	297
Npepps	7629	2213	2096	2696	1038	6789	3130	2911	3700	1354	1137	1576	871	712	742	924	749	827	65	70	73
Npff	223	0	11	0	0	0	0	0	0	0	0	0	18	17	13	18	19	19	4	1	0
Npffr1	35	2785	1021	3382	780	14242	3955	3874	13521	521	1064	471	7	5	11	7	7	9	3	2	2
Npffr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nphp1	2413	0	113	0	83	47	0	0	16	17	58	24	152	148	136	155	177	96	15	16	32
Nphp3	1633	5	111	2	37	33	26	1	0	32	22	14	146	98	53	143	154	82	16	26	28
Nphp4	160	0	1	0	0	0	0	0	0	0	1	0	43	43	24	32	40	22	3	0	1
Nphs1	36	0	15	6	7	3	0	22	6	0	0	6	11	20	32	40	36	41	5	2	2
Nphs2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npl	693	319	332	573	102	3438	793	780	1472	147	137	149	513	1024	768	153	188	153	11	16	11
Nploc4	16040	7	141	68	75	113	18	6	126	50	76	65	2331	2086	995	2767	2512	1497	212	167	256
Npm1	136121	5206	13184	7164	4763	8317	6464	5754	6989	1050	3321	3472	3656	3210	6183	7425	5924	9267	277	355	549
Npm2	10	0	5	0	0	0	0	0	0	0	3	0	5	14	1	0	0	1	0	0	0
Npm3	8625	25	46	6	21	58	78	59	32	9	11	41	64	47	79	113	95	106	9	10	29
Npm3-ps1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npnt	2	12	3	22	2	147	53	7	40	2	1	4	10	0	12	7	8	4	0	1	2
Nppa	27	0	13	0	12	0	10	0	0	4	1	2	5	1	4	2	1	9	0	2	0
Nppb	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nppc	0	33	0	0	0	2	0	0	13	0	0	0	1	1	0	1	0	0	0	0	0
Npr1	195	0	19	0	31	0	0	0	0	4	17	5	8	1	5	7	10	0	0	0	1
Npr2	94	0	10	1	5	53	1	15	25	2	7	0	115	52	10	123	102	105	16	11	26
Npr3	16	31	34	41	14	130	88	32	66	4	6	6	3	2	2	3	1	2	3	1	4
Nprl2	2272	0	52	0	30	0	3	0	0	22	28	26	422	501	572	1102	886	850	53	68	81
Nprl3	5761	205	231	359	81	613	254	135	519	135	112	122	579	513	312	1220	932	785	124	115	155
Nps	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Npsr1	0	0	0	5	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0
Nptn	85018	854	1371	782	1529	2798	918	655	2089	459	757	528	4251	3910	2687	7406	6517	6198	481	530	760
Nptx1	7	3	3	28	1	6	3	0	4	0	1	0	0	1	0	2	0	0	0	1	0
Nptx2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptxr	83	21	0	2	0	11	0	0	1	0	0	2	76	179	72	9	13	9	2	4	11
